Name,Air Date,Description,Rating,Votes
S1.E69 ∙ Matte mashita! A ranku ninmu dattebayo!!,"Wed, Feb 4, 2004","Kakashi instructs Sakura to wake Naruto and Shikamaru, and send them to an A-Rank mission: alongside ninja dog Pakkun, they must trace Sasuke to aid him in his fight against the Suna siblings. Meanwhile, Orochimaru begin his battle against his former sensei, Sandaime Hokage Sarutobi.",7.9,(927)
S1.E70 ∙ Nigegoshi No.1 Mendokuse~ ga yarukkya nê!!,"Wed, Feb 11, 2004","Pakkun informs Sakura, Naruto and Shikamaru that they are being followed by 9 Otogakure shinobi. Thinking about a strategy to delay the enemy, Shikamaru offers himself as bait.",7.8,(905)
"S1.E71 ∙ Kokon musô! ""Hokage"" toiu reberu no tatakai","Wed, Feb 18, 2004",Orochimaru uses Edo Tensei and the fight between Shodai Hokage and Nidaime Hokage against Sandaime Hokage Sarutobi begins. Orochimaru reveals some of his true intentions.,8.4,(1K)
S1.E72 ∙ Hokage no ayamachi Kamen ni shita no sugao,"Wed, Feb 25, 2004","Sasuke catches up with the Suna siblings and Temari battles him, so Kankurô can take Gaara to recover. Meanwhile, Sandaime Hokage Sarutobi remembers the past and is finally ready to defeat Orochimaru.",8.2,(976)
"S1.E73 ∙ Kinjutsu ôgi! ""Shiki fûjin""","Wed, Mar 3, 2004","Third Hokage decides to use the last resource at his disposal, the same technique that in the past has saved the village of the leaf, meanwhile Sasuke reaches Kankuro and Gaara, a new battle promises.",8.0,(910)
S1.E74 ∙ Kyôkaku! Gaara no shôtai,"Wed, Mar 10, 2004","the predestined duel between Shino of the clan Aburame and Kankuro begins, while Gaara regains his strength but ""something"" inside him is awakening.",8.0,(919)
S1.E75 ∙ Genkai o koete... Sasuke no ketsudan!!,"Wed, Mar 17, 2004","The battle between Gaara and Sasuke continues and the monster inside the sand boy seems to feed on his old wounds. To neutralize the powerful opponent, the pupil of Kakashi goes beyond his limits with devastating consequences.",7.9,(925)
S1.E76 ∙ Tsukiyo no ansatsusha,"Wed, Mar 24, 2004","Through Gaara's migraines we discover his tormented childhood and from where his illness of life began. Meanwhile, Naruto decides to face him to protect his best friends.",8.2,(986)
S1.E77 ∙ Hikari to yami Gaara to iu na,"Wed, Mar 31, 2004",Yashamaru explains the truth to Gaara about his existence; Naruto tries to protect his friends while contemplating his and Gaara's similarities.,8.0,(948)
S1.E78 ∙ Bakuhatsu! Korezo Naruto ninpouchô,"Wed, Apr 7, 2004",Naruto unleashes his handbook on Gaara and Gaara's true form is revealed.,9.0,(1.4K)
S1.E79 ∙ Rimitto bucchigiri!: Hikari to yami,"Wed, Apr 14, 2004","Once all women and children are evacuated, the Hidden Leaf Village launches its counter attack; Naruto defeats Gaara and Orochimaru has something precious taken from him.",9.1,(1.6K)
"S1.E80 ∙ Sandaime yo, towa ni......!!","Wed, Apr 21, 2004",The villagers of Konoha unhappily go to the funeral of The Third Hokage.,8.6,(1.1K)
S1.E81 ∙ Asagiri no kikyou,"Wed, Apr 28, 2004","While the people of Konoha are trying to rebuild the village and go back to their normal lives, the appearance of two mysterious man threatens to disturb the newly-found peace.",8.1,(909)
S1.E82 ∙ Sharingan vs Sharingan!!,"Wed, May 5, 2004","While Naruto prepares to go on a new adventure, Kakashi struggles to fight fellow Sharingan-user Itachi, former ninja of Konoha Village and member of a mysterious organization.",8.4,(1.1K)
"S1.E83 ∙ Oo, nô! Jiraiya no jonan, Naruto no sainan","Wed, May 12, 2004","Naruto starts his journey with Jiraiya, while Sasuke is angry and frustrated, because of the progress shown by his team-mate during the fight against Gaara.",7.7,(878)
S1.E84 ∙ Unare Chidori Hoero Sasuke,"Wed, May 19, 2004","Naruto is surprised by the arrival of the two Akatsuki members, while Sasuke thinks back to the day he saw his brother for the last time.",8.7,(1.1K)
"S1.E85 ∙ Orokanaru otouto yo urame, nikume!","Wed, May 26, 2004","The arrival of Jiraiya saves Naruto from Kisame's attack, while Sasuke fights his brother and learns the strength difference between them.",8.1,(906)
S1.E86 ∙ Shugyou kaishi Ore wa zettê tsuyokunaru!,"Wed, Jun 2, 2004","Naruto and Jiraiya continue their journey in search of Tsunade and decide to stop in a city to rest, there, the toads hermit teaches a new technique to Naruto.",7.1,(838)
S1.E87 ∙ Konjou!!! Warero mizufuusen,"Wed, Jun 9, 2004","Under Jiraiya's tutelage Naruto learns to train like a ninja and not a kid, by himself.",7.2,(825)
S1.E88 ∙ Konoha mâku to hitai ate,"Wed, Jun 16, 2004",Naruto progresses in his training as Jiraiya is closer to tracking down Tsunade; but Orochimaru is after her too.,7.4,(822)
S1.E89 ∙ Hamon,"Wed, Jun 23, 2004","Naruto continues with the third phase of his training to learn a new technique, while Orochimaru meets Tsunade and asks for her help.",7.3,(821)
S1.E90 ∙ Ikari bakuhatsu! Yurusanêttebayo,"Wed, Jul 7, 2004",Jiraiya and Naruto finally find Tsunade as she groans within herself contemplating Orochimaru's offer.,7.8,(842)
S1.E91 ∙ Shodai Hokage no isan Shi o yobu kubikazari,"Wed, Jul 14, 2004",Naruto learns Tsunade's story.,7.6,(836)
S1.E92 ∙ YES ka! NO ka! Tsunade no kaitô,"Wed, Jul 21, 2004","Naruto practices hard so he can win the necklace from Tsunade. Meanwhile, Tsunade is in a dilemma over Orochimaru's offer. Her hesitation to promptly refuse leads Kabuto to assume she'll take the offer.",7.6,(832)
S1.E93 ∙ Kôshô ketsuretsu!!,"Wed, Jul 28, 2004","Gripped by the desire to see Nawaki and Dan, Tsunade almost succumbs to Orochimaru's tempting offer. But seeing Nawaki and Dan's dreams carried on by Naruto, she breaks off the deal. Orochimaru is determined to heal his arm and focuses on exploiting Tsunade's weakness.",8.2,(882)
S1.E94 ∙ Kurae! Ikari no Rasengan,"Wed, Aug 4, 2004","Orochimaru and Kabuto use a summoning jutsu to call forth a giant snake. Still drugged and unable to fully use his chakra, Jiraiya summons little Gamakichi. Naruto also attempts a summoning jutsu, but ends up with Gamatatsu, Gamakichi's younger brother. Meanwhile, Kabuto has defeated Shizune. Naruto approaches Tsunade who is trembling in fear! Seething with anger, Naruto pulls himself up and tries to attack...",8.7,(1K)
S1.E95 ∙ The Fifth Hokage! A Life on the Line,"Sat, Jul 7, 2007","Naruto's ninja way is to never go back on his word. Naruto is seriously injured by Kabuto and hovers on the verge of death. Tsunade places her last shred of hope in Naruto who shares Nawaki and Dan's dreams. Tsunade has a fear of blood, but through her desire to protect Naruto, she is able to overcome it.",8.4,(919)
S1.E96 ∙ Sansukumi no tatakai,"Wed, Aug 11, 2004","Jiraiya, Tsunade and Orochimaru all release their summoning jutsu. And a fierce battle begins. Jiraiya and Tsunade join forces against Orochimaru. Despite her injuries, Tsunade desperately challenges Orochimaru. The toad, snake and slug engage!",8.3,(934)
S1.E97 ∙ Naruto no yukemuri chin dôchû,"Wed, Aug 18, 2004",Naruto help some guys make Tsunade pay her debt and Jiraiya spends the day in a spa waiting for pretty girls.,6.3,(708)
S1.E98 ∙ Tsunade's Warning: Ninja No More!,"Sat, Jul 28, 2007","Naruto asks Tsunade to heal Sasuke and Lee before she is installed as the Hokage. After examining Lee, she tells him to find a path other than of that of a shinobi.",7.1,(797)
S1.E99 ∙ Hi no ishi o tsugumono,"Wed, Sep 1, 2004",Tsunade gets to work as the fifth hokage and Konohamaru acts out of turn.,6.8,(750)
S1.E100 ∙ Nekketsu shitei no kizuna ~ otoko ga nindô o tsuranuku toki ~,"Wed, Sep 8, 2004",Guy sensei encourages Rock Lee by reminding him of his ninja way.,7.7,(846)
"S1.E101 ∙ Mitai, shiritai, tashikametai Kakashi sensei no sugao","Wed, Sep 15, 2004","Naruto, Sasuke and Sakura have always wanted to see what Kakashi looks like under his mask. The three do whatever they can to reveal his whole face.",7.4,(834)
S1.E102 ∙ Iza shinninmu Giri to jinjou to chakoku o sukue!,"Wed, Sep 22, 2004","Naruto, Sakura and Sasuke find out their newest mission will be without Kakashi who has responsibilities elsewhere. Tsunade sends them to the Tea Country to protect someone, but the details are vague at best. Along the way they meet Idate Morino who causes the group a lot of trouble, especially when they discover who they have to protect.",6.5,(633)
S1.E103 ∙ Naruto gekichin!? Inbou uzumaku daiunabara,"Wed, Sep 29, 2004",The trio continue to follow Idate while fending off attacks by three Shinobi sent to kill him. They find out later just how important winning this race is to the Wasabi clan's future.,6.4,(631)
S1.E104 ∙ Hashire Idate! Arashi o yobu haran no Nagishima!!,"Wed, Oct 13, 2004","Naruto and his squad manage to catch up to Idate, only to find him hurt and unconscious with Aoi nearby.",6.6,(621)
S1.E105 ∙ Gôru chokuzen! Raimei todoroku daigekitou,"Wed, Oct 20, 2004","With Naruto's help, Idate reaches the Modoroki Shrine - But just as he's about to cross the bridge, an old nemesis stands in his way.",6.8,(614)
S1.E106 ∙ Todokuka Idate! Shinnen no rasuto supâto,"Wed, Oct 27, 2004","Now that Sasuke and Sakura are trapped at the bottom of a cliff, it's up the Number One Knucklehead Ninja to defeat the malevolent Aoi and help Idate cross the finish line.",6.7,(624)
"S1.E107 ∙ Omae to tatakaitai! Tsui ni gekitotsu, Sasuke vs Naruto","Wed, Nov 3, 2004","Hospital bound and feeling his pride shattered, Sasuke finds there is only way to redeem himself: Battle Naruto. Meanwhile, the Ino-Shika-Cho Squad sit down for some barbecue to celebrate a special occasion.",8.2,(902)
S1.E108 ∙ Mienai kiretsu,"Wed, Nov 10, 2004","As their rivalry reaches a fever pitch, Kakashi-sensei breaks up the battle and sends Naruto and Sasuke to their corners. Meanwhile, Four Sound ninja enter the Hidden Leaf Village with only one thing on their mind - Sasuke.",7.9,(842)
S1.E109 ∙ Oto no sasoi,"Wed, Nov 17, 2004","Sasuke takes on all four Sound Ninja, but soon learns it's going to take more than Chidori to defeat them.",8.1,(867)
S1.E110 ∙ Kessei! Teppeki no fômêshon,"Wed, Nov 24, 2004","Now that word of Sasuke's departure has spread to the Fifth Hokage, she calls upon the newest Chunin, Shikamaru, to put together a squad to bring Sasuke back to the village.",8.0,(846)
S1.E111 ∙ Sesshoku Otoyoninshuu no jitsuryoku,"Wed, Nov 24, 2004",The Sound Ninja have Sasuke in their clutches and it's up to the Hidden Leaf Village's top Shinobi to stop them.,7.7,(810)
S1.E112 ∙ Ikinari nakamaware? Shikamaru shoutai pinchi,"Wed, Dec 1, 2004","As Shikamaru and the rest of the squad move in, Jirobo, one of the Sound Ninja, traps them within an Earth Dome Prison and sucks up their chakra.",7.8,(799)
S1.E113 ∙ Pawâ zenkai! Moero chouji,"Wed, Dec 8, 2004","Upon breaking free from the Earth Dome Prison, The Sasuke Retrieval Squad realize they don't have enough chakra to take on Jirobo - but Choji's got another idea up his sleeve.",7.7,(809)
S1.E114 ∙ Saraba tomo yo...! Sore demo ore wa shinjiteru,"Wed, Dec 15, 2004","With his life on the line against the Sound Ninja Jirobo, Choji looks back on the seeds of his friendship with Shikamaru. Can he defeat his fearsome opponent without any Chakra?",8.7,(1.1K)
S1.E115 ∙ Omae no aite wa kono ore da!,"Wed, Dec 22, 2004","Hot on Sasuke's trail, Shikamaru and his squad get caught up in a web of unparalleled chakra when they tangle with the six-armed Kidomaru.",7.8,(814)
S1.E116 ∙ Shikai 360 do Byakugan no shikaku,"Wed, Jan 5, 2005",Neji takes on Kidômaru while the others continue their pursuit of Sasuke and the remaining Sound ninja.,8.0,(832)
S1.E117 ∙ Makerarenai riyuu,"Wed, Jan 5, 2005",Neji's on the run from Kidomaru's bow and arrow attacks. Will Neji make it out alive or will his new-found enemy hit his blind-spot dead on?,8.8,(1.2K)
S1.E118 ∙ Dakkan: Ma ni awanakatta utsuwa,"Wed, Jan 12, 2005","In pursuit of the Sound Ninja, Naruto, Kiba and Shikamaru strike at dawn to retrieve Sasuke and bring him back to the Hidden Leaf Village.",7.6,(785)
S1.E119 ∙ Shissaku! Aratanaru teki,"Wed, Jan 19, 2005","Naruto, Kiba and Shikamaru intercept Sasuke from the Sound Ninja Four, but little do they know that another ninja from the Sound Village has been dispatched to grab Sasuke as well.",7.6,(783)
S1.E120 ∙ Unare! Hoero! Kyuukyoku no taggu,"Wed, Feb 2, 2005","Faced against the vicious twin duo of Sakon and Ukon, Kiba and Akamaru team up to take them out, using their most powerful jutsu.",7.6,(788)
S1.E121 ∙ Sorezore no tatakai,"Wed, Feb 9, 2005","With the Sasuke retrieval squad now split into individual battles, it's up to Naruto, Kiba and Shikamaru to stop the sound ninja. But little do they realize that there's more to their opponents than their basic techniques.",7.6,(781)
S1.E122 ∙ Feiku! Otoko Shikamaru Kishi kaisei no kake,"Wed, Feb 16, 2005",Shikamaru's got his hands full with Tayuya and her melodic attacks. Can he stop her and put an end to her malevolent flute playing?,7.9,(816)
S1.E123 ∙ Konoha no aoki yajuu kenzan!,"Wed, Feb 23, 2005","Naruto's Shadow Clones are no match for Kimimaro's attacks. But when an old bushy-brow-ed buddy from the Leaf Village shows up, all bets are off.",8.0,(835)
S1.E124 ∙ Yajuu sakuretsu! Hajikero futtobe tsukinukero!,"Wed, Mar 2, 2005",Rock Lee's back and he's full of a special medicine that has Kimimaro on the run. Can he take out the fifth Sound Ninja?,8.8,(1.1K)
S1.E125 ∙ Konoha doumeikoku Suna no shinobi,"Wed, Mar 9, 2005","Down for the count and at the mercy of the Sound Ninja, Kiba, Shikamaru and Rock Lee get help from an unlikely bunch of new allies.",8.4,(917)
S1.E126 ∙ Saikyou taiketsu! Gaara vs Kimimaro!!,"Wed, Mar 16, 2005","Itching to fight and with a sense of guilt from the past, Gaara tells Rock Lee to stand down and let him take on Kimimaro. Meanwhile, Naruto continues on his quest to catch the runaway Sasuke.",8.3,(855)
S1.E127 ∙ Shuunen no ichigeki! Sawarabi no mai,"Wed, Mar 30, 2005","As Gaara demonstrates he has more than enough backbone to take on Kimimaro, Orochimaru recollects on how he brought him as a young man into the Sound Village.",8.2,(846)
S1.E128 ∙ Todokanai sakebi,"Wed, Mar 30, 2005","Finally catching up to Sasuke, Naruto does all he can to keep him from going to Orochimaru. Does he have enough strength to stop him or is Sasuke gone for good?",8.0,(835)
S1.E129 ∙ Itachi to Sasuke Toosugiru sonzai,"Wed, Apr 6, 2005",Naruto and Sasuke face off in battle as we get a glimpse into Sasuke's past where his achievements were ignored by his father and his brother Itachi's behavior began to take a turn for the worst.,8.1,(855)
S1.E130 ∙ Chichi to ko Hibiwareta kamon,"Wed, Apr 13, 2005","As Sasuke squares off against Naruto, he reflects on his past when he was neglected by both his stern father and Itachi, his brooding older brother.",7.8,(817)
S1.E131 ∙ Kaigen Mangekyou sharingan no himitsu,"Wed, Apr 13, 2005","While Naruto is busy underwater, Sasuke remembers the fateful day in which his clan was killed. He remembers why Itachi spared his life, and why Itachi did what what he did. Now, in order to gain the same power as his brother, he must kill his closest friend...Naruto.",8.0,(868)
S1.E132 ∙ Tomoyo!,"Wed, Apr 27, 2005","Kakashi learns the truth about the chase after Sasuke, and orders his dogs, including Pakkun, to go find Naruto and Sasuke. However, things are looking grim as the clash between the Chindori and the Rasengan ensues. The attacks are even, causing Naruto and Sasuke to both fly back. Naruto finally realizes how serious Sasuke is, and gets the snot beat out of him while he remembers how he always wanted to be friends with Sasuke.",8.9,(1.3K)
S1.E133 ∙ Namida no houkou! Omae wa ore no tomodachi da,"Wed, May 4, 2005","Naruto proves to be too much for Sasuke to handle as Naruto fights back with renewed vigor. Finally acknowledging Naruto's strength, Sasuke puts on his forehead protector, symbolizing both as equals. But when Sasuke's Sharingan is upgraded to level 3, the tables turn on Naruto. Just when all hope seems lost for Naruto, he undergoes a startling transformation, but will it be enough?",9.4,(2.3K)
S1.E134 ∙ Namidaame no ketsumatsu,"Wed, May 11, 2005","The battle between Naruto and Sasuke comes to a close, as One-Tailed Naruto takes on Cursed Seal Level 2 Sasuke in one final Rasengan vs. Chidori clash. And this time...only one person will emerge victorious. Will Kakashi and Pakkun make it in time? And who is this mysterious ninja watching everything?",9.1,(1.4K)
S1.E135 ∙ Mamorenakatta yakusoku,"Wed, May 18, 2005","Shikamaru's group is brought back to Konoha with many injuries. Neji and Chouji could possibly die, Kiba has a deep wound but nothing too serious, and Naruto and Shimakamru have a few injuries. When Sakura finds out they are back ,she goes immediately to see Sasuke and Naruto but finds out Sasuke got away. Can Naruto keep his promise to Sakura? And what news does the Jiraiya have for Naruto?",8.1,(840)
S1.E136 ∙ Deep Cover?! A Super S-Ranked Mission,"Wed, May 25, 2005","Jiraiya begins to worry about Naruto and Sakura's well-being. He then requests that Tsunade send them on a mission with him. He finds Naruto telling Sakura he is not going to stop her from going after Sasuke, but he is going with her, and tells them about the mission. They head off to Rice Country to find the Hidden Sound Village, and hopefully Sasuke as well.",6.5,(545)
S1.E137 ∙ Bugaisha no machi Fuuma ichizoku no kage,"Wed, Jun 1, 2005","Naruto, Sakura and Jiraiya end up in a town that is even worse than the one they were chased out of. Jiraiya heads off and leaves Naruto and Sakura to get some food. Along the way they find the ninja that attacked them before, but things are not as clear-cut as they might seem.",6.6,(522)
S1.E138 ∙ Kiyoki uragiri Hakanaki negai,"Wed, Jun 8, 2005","When Sasame drugs the gang, she prepares to hand them over to Orochimaru. But, when she discovers that they are to be killed, she has a change of heart.",6.6,(516)
S1.E139 ∙ Kyoufu! Orochimaru no yakata,"Wed, Jun 15, 2005","Sasame leads Naruto, Jiraiya, and Sakura to Orochimaru's hideout. They send Sasame back to the village because of the danger level. Jiraiya summons Gamakichi to go in first and investigate. The four come to three tunnels. Jiraiya goes off to the right, Naruto and Sakura down the middle and Gamakichi down the left. Will the four of them make it past the traps?",7.0,(523)
S1.E140 ∙ Futatsu no kodou Kabuto no wana,"Wed, Jun 22, 2005","Naruto arrives in the nick of time to save Sakura, but not before Kabuto tells her that Sasuke is dead. Naruto attacks but ends up tangled in a deadly trap of Kabuto's. Is it all over for our hero and will they find Arashi?",6.9,(522)
S1.E141 ∙ Sakura no ketsui,"Wed, Jun 29, 2005","The battle between Naruto and Arashi continues, but Naruto's injury is making it difficult for him to succeed. Sasame jumps in to try to save Naruto but will it be enough?",6.9,(572)
S1.E142 ∙ The Three Villains from the Maximum Security Prison,"Sat, Feb 23, 2008","With the events of the Rice Field Country behind them, everyone prepares for their training. But a new threat soon arises. Remember Mizuki? He's back and he's planning to break out of Konoha's Correctional Facility, along with two stupid, fat brothers..",6.3,(541)
S1.E143 ∙ Hashire Tonton! Omae no hana ga tayori dattebayo,"Wed, Jul 13, 2005","Shizune pursues Mizuki who has escaped from the Maximum Security Prison, but is overcome by him and the brothers Raijin and Fujin. - This Episode is part of Season 3, Volume 3",6.3,(491)
S1.E144 ∙ Shinsei sanningumi Futari to ippiki!,"Wed, Jul 20, 2005","Naruto is having trouble with the two brothers and Iruka is having his share of difficulties with Mizuki. Iruka struggles to try and get the old Mizuki back but he doesn't have much success. - Meanwhile, when things are looking bleak for Naruto, can 3 friendly Ninja save the day?",6.1,(497)
S1.E145 ∙ Sakuretsu! Nyû fômêshon inoshikachou,"Wed, Jul 27, 2005","Naruto's backup has arrived and they are Shikamaru, Ino, and Chouji. They tell Naruto that they will take care of the brothers. Naruto leaves to catch up to Iruka, who is fighting Mizuki. Can Naruto arrive before Mizuki kills Iruka? And can Shikamaru, Ino, and Chouji hold off the brothers?",6.3,(491)
S1.E146 ∙ Nokosareta yabou Orochimaru no kage,"Wed, Aug 10, 2005","Naruto and his squad start their first ninja missions with boring and menial tasks. Weary and angry, Naruto vents his frustration at the Hokage. - This Episode is part of Season 1, Volume 1",6.3,(484)
S1.E147 ∙ Innen no taiketsu! Omae ni ore wa taosanee,"Wed, Aug 17, 2005","Mizuki is determined to make Naruto and Iruka suffer and it appears that he has the upper edge with his improved strength and speed. Shikamaru, Ino and Chouji are also at their limits and now Fuujin and Raijin are free. Can Tsunade arrive in time to help?",6.5,(492)
S1.E148 ∙ The Search for the Rare Bikochu Beetle!,"Sat, Mar 15, 2008","Naruto is unable to search for Sasuke due to Tsunade's orders, while Kiba and Hinata wonder how they can help him out. Shino remembers a special type of bug that if it is found, could easily track Sasuke down. they go and discuss it with Tsunade, who agrees to let them search for it, making Shino the leader. Tsunade discovers Naruto eavesdropping the conversation and lets him go with them. But, can they complete a mission with only a 10% success rate? As they travel, Naruto has difficulty dealing with Shino's bizarre behavior. Hinata also sneaks out in the middle of the night to practice some mysterious moves. After two days of traveling, they finally reach their destination. And they're not alone, a mysterious group is also after the same thing.",6.9,(510)
S1.E149 ∙ What's the Difference? Don't All Insects Look Alike?,"Sat, Mar 15, 2008","The group struggles to find a Bikouchuu, but seem to fail at every turn. When it starts to rain they realize they only have one more chance to find it, will Hinata's Byakugan be enough?",7.0,(516)
S1.E150 ∙ A Battle of the Bugs! The Deceivers and the Deceived!,"Sat, Mar 22, 2008","With Hinata's safety in danger, the group must try and figure out a way to save her and protect the Bikouchuu at the same time. Every time one side seems to have an edge though, the other reveals yet a new trick. As dawn approaches, they don't have long left....can they succeed?",6.8,(487)
"S1.E151 ∙ Blaze Away, Byakugan! This Is My Ninja Way!","Sat, Mar 22, 2008","With the group trapped, Shino makes a deal to trade the Bikouchuu for Hinata. Unfortunately for the opponents, Hinata got away, making the deal worthless. They begin to attack but can Hinata show up to save the day?",7.2,(505)
S1.E152 ∙ Sei aru mono e no sousoukyoku,"Wed, Sep 21, 2005","When Naruto rescues three strangers he finds himself dragged into yet another mission. However, this time he doesn't want to partake in it. That is until he hears that there might be a connection to Akatsuki. With Neji, Lee and Tenten as his teammates, will he find the information he is looking for?",6.3,(482)
S1.E153 ∙ Kokoro ni todoke! Ai no tekken,"Wed, Sep 28, 2005","Out to try and save Rourusuke, Naruto and the others ambush members of the Kurosuke Family and save an old man. They soon hear the funeral bell and go and save Rourusuke. However, Rock lee meets an old friend among the group, and Lee must now convince Kurashi to return his his old way of life. Their time together is cut short, as Raiga watches from the sidelines. Can Naruto, Neji, Rock Lee, and Tenten defeat an enemy that not even Neji's Byakugan can see?",6.1,(472)
S1.E154 ∙ Byakugan no tenteki,"Wed, Oct 5, 2005","Naruto, Tenten, Neji and Lee continue their mission to stop Raiga and save the Rourusuke Family. They try to work out a plan but the thick fog makes it difficult for them to see. Even Neji's Byakugan doesn't seem to help. Lee fights Raiga and manages to knock a bag off his back. What is this bag and what is inside it that seems so important? Meanwhile Naruto steps up to battle Raiga. Will he be able to defeat him?",6.4,(474)
S1.E155 ∙ Shinobi yoru an'un,"Thu, Sep 29, 2005","Naruto, Neji, Rock Lee, and Tenten continue their fight against Raiga",6.1,(465)
S1.E156 ∙ Gyakushuu no raiga,"Sat, Nov 5, 2005",The group discovers that Ranmaru and Karashi are missing from the curry shop.,6.0,(467)
S1.E157 ∙ Hashire!!! Seimei no karê,"Wed, Oct 26, 2005","Lee is left facing Raiga alone while Tenten and the others hurry to bring them the curry of life. Ranmaru is reunited with Raiga, but are things the same as they were before?",6.5,(476)
S1.E158 ∙ Follow My Lead! The Great Survival Challenge,"Sat, Apr 19, 2008","Every Genin is assigned a squad of Cadets to lead on a mission that forces all of them to race to the top of a mountain to retrieve a scroll and, wouldn't you know it, guess who Naruto ends up leading? Its none other than the Konohamaru corps. However, when a storm causes the mission to be canceled without his knowing, he will have to be a better leader than ever to keep his team alive.",6.4,(470)
S1.E159 ∙ The Bounty Hunter from the Wilderness,"Sat, Apr 19, 2008","Naruto, Hinata and Kiba are sent off on a mission to capture a thief named Gosunkugi. However, on the way they meet another bounty hunter, who is after the same target as them..",6.2,(463)
S1.E160 ∙ Eru ka erareru ka!? Okkêdera no kettou,"Wed, Nov 16, 2005","Turns out Sazanami is really a wanted criminal named Toukichi who is wanted for the murder of a family of three. Truth is however, he's innocent, and wants to capture the man responsible to prove it. Sazanami teams up with the Konoha group to stop Gosunki once and for all..",6.0,(469)
S1.E161 ∙ Sankyaku kenzan Ao no Yajuu? Moujuu? ...Chinjuu?,"Wed, Nov 23, 2005","As Gai and Lee leave Konoha on a mission, two strangers disguise themselves as them and sneak into the village to learn its secrets. Tsunade, Sakura and Tenten have big plans in store for these impostors, plans that'll make their lives miserable.",5.5,(488)
S1.E162 ∙ Shiroki noroi no musha,"Wed, Nov 30, 2005","Naruto, Tenten, and Neji travel to the Bird Country to exterminate a ghost named Noroimusha.",5.8,(456)
S1.E163 ∙ Sakushi Koumei no omowaku,"Wed, Dec 7, 2005","Naruto and the others attempt to prove that Kouhmei is the one responsible for the ghost. However, what Naruto and the gang discover leaves even more mysteries unsolved.",6.0,(450)
S1.E164 ∙ Ososugita suketto,"Wed, Dec 14, 2005","Naruto decides to do some investigating on his own over the matter of the ghost, while Neji and Tenten try a different approach. With the help of two frogs, Naruto begins to learn more and more about the truth of the matter....but will what he discovers, cost him his life?",6.0,(451)
S1.E165 ∙ Naruto shisu,"Wed, Dec 21, 2005","Kakashi orders Neji and Tenten to return to the village with him, much to their protest. Meanwhile Koumei is about to be executed, at least until the Noroimusha shows up. Is the ghost an ally or an enemy and whatever became of Naruto? Questions are answered as Sagi reveals the truth.",6.3,(450)
S1.E166 ∙ Todomatta mama no jikan,"Wed, Jan 4, 2006","Sagi prepares his plans for revenge and he won't let anyone stand in his way. Disguised as the Noroimusha, he confronts Musou, but shocking news is revealed when they both reveal their true identities.",6.1,(449)
S1.E167 ∙ Shirasagi no habataku jikan,"Wed, Jan 4, 2006","Shima saves Naruto from Ooki's genjutsu trap and proceeds to try and protect him. When all seems lost for our hero, a mysterious white figure appears and asks him to grant one last wish. Will Naruto find the strength to grant this request and save the day?",5.9,(449)
S1.E168 ∙ Moero Zundou! Mazete nobashite yude agero!,"Wed, Jan 18, 2006","Mr. Ichiraku, the owner of the Ichiraku Ramen shop is in trouble. His daughter has been kidnapped and he only has two days to win her back. Can Nauruto, Chouji and Sakura help Mr. Ichiraku win the contest, or will he have to hand over his Legendary Ramen recipe?",5.8,(460)
S1.E169 ∙ Kioku Ushinawareta pêji,"Wed, Jan 25, 2006","Being some of the few Genins available, Naruto, Ino, and Shino are forced to accompany Anko on her mission to the Sea Country to destroy a sea monster and protect a boat carrying gold. However, Anko is acting strange as she begins to remember more and more events from her past, and the connection she once had with Orochimaru.",6.5,(451)
S1.E170 ∙ Shougeki Tozasareta doa,"Wed, Feb 1, 2006","Naruto is recovering thanks to the mysterious girl, Isaribi. While Naruto is recovering, Anko, Shino, and Ino search for him and also meet the man in charge of the payroll shipment. The group eventually meets back up, but not before finding the sea monster's lair.",6.5,(449)
S1.E171 ∙ Sennyuu Shikumareta torappu,"Wed, Feb 8, 2006","After Isaribi escapes, Naruto and his team decide to go to the forbidden island and confront Orochimaru and his subordinates. They soon discover that Orochimaru is not the man behind the curtain, but a man known as Amachi. Amachi is the one responsible for turning Isaribi into a monster, so why is she helping him?",6.5,(444)
S1.E172 ∙ Zetsubou Hikisakareta hâto,"Wed, Feb 15, 2006","After narrowly escaping the collapsing lab, Naruto and the others must catch up to the money convoy. However, Amachi has already set his trap, and the convoy crew has taken the bait. Naruto and the others arrive to save the day, as all of them prepare for battle. But can the group defeat Amachi when he reveals his true self? And what will happen when Isaribi realizes how far Naruto will go to save her?",6.3,(447)
S1.E173 ∙ Kaisen Tokihanatareta pawâ,"Wed, Feb 22, 2006","Naruto and Amachi's battle comes to a rather quick end, or does it? Also, Anko recovers more of her past including a significant event.",6.7,(451)
S1.E174 ∙ Arienêttebayo! Serebu ninpou Kinton no jutsu,"Wed, Mar 1, 2006","Naruto guides Kunijiro, a young rich boy visiting Tsunade, through a day in the life of a ninja.",5.1,(460)
S1.E175 ∙ The Treasure Hunt Is On!,"Sat, Jun 14, 2008","Naruto, Kiba, and Hinata are ordered on a special mission: A treasure hunt. There is a downside though; if they fail the mission, they have to go back to the Academy. They set off confident that the mission will be easy, but still worried about having to go back to the academy. Everything is going as well as expected until some mysterious characters show up. Can Naruto and crew find the gold, or will they have to go back to the Academy with the other little kids?",6.2,(437)
